predicate,count
http://www.wikidata.org/prop/P698,32077248
http://www.wikidata.org/prop/statement/P698,32077246
http://www.wikidata.org/prop/direct/P698,32041385
http://www.wikidata.org/prop/P50,30555801
http://www.wikidata.org/prop/statement/P50,30555043
http://www.wikidata.org/prop/direct/P50,30466387
http://www.wikidata.org/prop/P356,29793736
http://www.wikidata.org/prop/statement/P356,29793664
http://www.wikidata.org/prop/statement/value-normalized/P356,29793660
http://www.wikidata.org/prop/direct/P356,29791510
http://www.wikidata.org/prop/direct-normalized/P356,29791506
http://www.wikidata.org/prop/P528,28829431
http://www.wikidata.org/prop/statement/P528,28829003
http://www.wikidata.org/prop/direct/P528,28826065
http://www.wikidata.org/prop/P921,28143993
http://www.wikidata.org/prop/statement/P921,28143941
http://www.wikidata.org/prop/direct/P921,28121275
http://www.wikidata.org/prop/qualifier/P972,23910944
http://wikiba.se/ontology#quantityLowerBound,20886222
http://wikiba.se/ontology#quantityUpperBound,20886222
http://www.wikidata.org/prop/P407,19930998
http://www.wikidata.org/prop/statement/P407,19930925
http://www.wikidata.org/prop/direct/P407,19926284
http://www.wikidata.org/prop/qualifier/P1932,19233347
http://www.wikidata.org/prop/P17,16934609
http://www.wikidata.org/prop/statement/P17,16913940
http://www.wikidata.org/prop/direct/P17,16845192
http://www.wikidata.org/prop/direct/P1215,14329187
http://www.wikidata.org/prop/P131,12933070
http://www.wikidata.org/prop/statement/P131,12932843
http://www.wikidata.org/prop/direct/P131,12752946
http://www.w3.org/ns/lemon/ontolex#representation,12748902
http://www.w3.org/ns/lemon/ontolex#lexicalForm,12671113
http://www.wikidata.org/prop/qualifier/P585,12218155
http://www.wikidata.org/prop/qualifier/value/P585,12214012
http://www.wikidata.org/prop/P106,10852496
http://www.wikidata.org/prop/statement/P106,10852398
http://www.wikidata.org/prop/direct/P106,10837004
http://wikiba.se/ontology#geoGlobe,10618631
http://wikiba.se/ontology#geoPrecision,10618631
http://wikiba.se/ontology#geoLongitude,10618631
http://wikiba.se/ontology#geoLatitude,10618631
http://www.wikidata.org/prop/P625,10506456
http://www.wikidata.org/prop/statement/P625,10505273
http://www.wikidata.org/prop/statement/value/P625,10488405
http://www.wikidata.org/prop/direct/P625,10481201
http://www.wikidata.org/prop/qualifier/P580,10063451
http://www.wikidata.org/prop/qualifier/value/P580,10048955
http://www.wikidata.org/prop/P21,8912383
http://www.wikidata.org/prop/statement/P21,8912260
http://www.wikidata.org/prop/direct/P21,8911411
http://www.wikidata.org/prop/qualifier/P459,8794158
http://www.wikidata.org/prop/reference/P887,8654888
http://www.wikidata.org/prop/P6257,8096087
http://www.wikidata.org/prop/statement/P6257,8096086
http://www.wikidata.org/prop/statement/value/P6257,8096083
http://www.wikidata.org/prop/statement/value-normalized/P6257,8096082
http://www.wikidata.org/prop/P6258,8095965
http://www.wikidata.org/prop/statement/P6258,8095964
http://www.wikidata.org/prop/statement/value/P6258,8095962
http://www.wikidata.org/prop/direct/P6257,8095949
http://www.wikidata.org/prop/direct/P6258,8095882
http://www.wikidata.org/prop/statement/value-normalized/P6258,8095851
http://www.wikidata.org/prop/statement/P6259,8081149
http://www.wikidata.org/prop/P6259,8081149
http://www.wikidata.org/prop/direct/P6259,8081148
http://www.wikidata.org/prop/statement/P3083,8075994
http://www.wikidata.org/prop/P3083,8075994
http://www.wikidata.org/prop/direct/P3083,8075983
http://www.wikidata.org/prop/P735,7450917
http://www.wikidata.org/prop/statement/P735,7449907
http://www.wikidata.org/prop/direct/P735,7428177
http://www.wikidata.org/prop/P2671,7400485
http://www.wikidata.org/prop/statement/P2671,7400482
http://www.wikidata.org/prop/statement/value-normalized/P2671,7400475
http://www.wikidata.org/prop/direct/P2671,7399925
http://www.wikidata.org/prop/direct-normalized/P2671,7399918
http://www.wikidata.org/prop/P59,7376329
http://www.wikidata.org/prop/statement/P59,7376329
http://www.wikidata.org/prop/direct/P59,7376328
http://www.wikidata.org/prop/P932,6578980
http://www.wikidata.org/prop/statement/P932,6578978
http://www.wikidata.org/prop/direct/P932,6578900
http://www.wikidata.org/prop/P569,6325130
http://www.wikidata.org/prop/statement/P569,6324978
http://www.wikidata.org/prop/statement/value/P569,6304046
http://www.wikidata.org/prop/direct/P569,6203832
http://www.wikidata.org/prop/reference/P4656,6037358
http://www.wikidata.org/prop/statement/value/P2214,5854641
http://www.wikidata.org/prop/statement/value-normalized/P2214,5854641
http://www.wikidata.org/prop/statement/P2214,5854641
http://www.wikidata.org/prop/P2214,5854641
http://www.wikidata.org/prop/reference/P143,5540269
http://www.wikidata.org/prop/statement/value/P10752,5236629
http://www.wikidata.org/prop/statement/value-normalized/P10752,5236629
http://www.wikidata.org/prop/statement/P10752,5236629
http://www.wikidata.org/prop/P10752,5236629
http://www.wikidata.org/prop/statement/value/P10751,5231524
http://www.wikidata.org/prop/statement/value-normalized/P10751,5231524
http://www.wikidata.org/prop/statement/P10751,5231524
http://www.wikidata.org/prop/P10751,5231524
http://www.wikidata.org/prop/P373,5216694
http://www.wikidata.org/prop/statement/P373,5216645
http://www.wikidata.org/prop/direct/P373,5216434
http://www.wikidata.org/prop/P18,5130352
http://www.wikidata.org/prop/statement/P18,5130033
http://www.wikidata.org/prop/reference/P932,5123444
http://www.wikidata.org/prop/direct/P18,5080808
http://www.wikidata.org/prop/P27,4949814
http://www.wikidata.org/prop/statement/P27,4949402
http://www.wikidata.org/prop/direct/P27,4938530
http://www.wikidata.org/prop/P734,4823038
http://www.wikidata.org/prop/statement/P734,4821716
http://www.wikidata.org/prop/direct/P734,4814101
http://www.wikidata.org/prop/P279,4778979
http://www.wikidata.org/prop/statement/P279,4778962
http://www.wikidata.org/prop/direct/P279,4776874
http://www.wikidata.org/prop/P361,4744004
http://www.wikidata.org/prop/statement/P361,4743982
http://www.wikidata.org/prop/direct/P361,4742443
http://www.wikidata.org/prop/statement/value/P2216,4603533
http://www.wikidata.org/prop/statement/value-normalized/P2216,4603533
http://www.wikidata.org/prop/statement/P2216,4603533
http://www.wikidata.org/prop/P2216,4603533
http://www.wikidata.org/prop/P5875,4583461
http://www.wikidata.org/prop/statement/P5875,4583459
http://www.wikidata.org/prop/direct/P5875,4583437
http://www.wikidata.org/prop/P646,4419036
http://www.wikidata.org/prop/statement/P646,4418968
http://www.wikidata.org/prop/direct/P646,4418794
http://www.wikidata.org/prop/statement/value-normalized/P646,4414169
http://www.wikidata.org/prop/direct-normalized/P646,4414006
http://www.wikidata.org/prop/qualifier/P582,4355259
http://www.wikidata.org/prop/statement/P684,4326948
http://www.wikidata.org/prop/P684,4326948
http://www.wikidata.org/prop/direct/P684,4326947
http://www.wikidata.org/prop/qualifier/P703,4323187
http://www.wikidata.org/prop/qualifier/value/P582,4275967
http://www.wikidata.org/prop/reference/P214,4256342
http://www.wikidata.org/prop/reference/value-normalized/P214,4256340
http://www.w3.org/2002/07/owl#sameAs,4188440
http://www.wikidata.org/prop/qualifier/P1810,4150050
http://www.wikidata.org/prop/direct/P10752,4088396
http://www.wikidata.org/prop/direct/P10751,4088338
http://www.wikidata.org/prop/P1566,3886654
http://www.wikidata.org/prop/statement/P1566,3886577
http://www.wikidata.org/prop/statement/value-normalized/P1566,3886569
http://www.wikidata.org/prop/direct/P1566,3883760
http://www.wikidata.org/prop/direct-normalized/P1566,3883752
http://www.wikidata.org/prop/statement/P6216,3867114
http://www.wikidata.org/prop/P6216,3867114
http://www.wikidata.org/prop/P953,3864687
http://www.wikidata.org/prop/statement/P953,3864670
http://www.wikidata.org/prop/direct/P953,3862236
http://www.wikidata.org/prop/direct/P2216,3778640
http://www.wikidata.org/prop/P171,3737371
http://www.wikidata.org/prop/statement/P171,3737364
http://www.wikidata.org/prop/direct/P171,3734496
http://www.wikidata.org/prop/P225,3728116
http://www.wikidata.org/prop/statement/P225,3728063
http://www.wikidata.org/prop/direct/P225,3727930
http://www.wikidata.org/prop/P105,3726508
http://www.wikidata.org/prop/statement/P105,3724643
http://www.wikidata.org/prop/direct/P105,3724594
http://www.wikidata.org/prop/direct/P6216,3706189
http://www.wikidata.org/prop/direct/P2214,3684766
http://www.wikidata.org/prop/statement/value/P2583,3507204
http://www.wikidata.org/prop/statement/P2583,3507204
http://www.wikidata.org/prop/P2583,3507204
http://www.wikidata.org/prop/statement/value-normalized/P2583,3507203
http://www.wikidata.org/prop/P19,3346934
http://www.wikidata.org/prop/statement/P19,3346878
http://www.wikidata.org/prop/direct/P19,3338026
http://www.wikidata.org/prop/P214,3307472
http://www.wikidata.org/prop/statement/P214,3305910
http://www.wikidata.org/prop/statement/value-normalized/P214,3305871
http://www.wikidata.org/prop/direct/P214,3293045
http://www.wikidata.org/prop/direct-normalized/P214,3293006
http://www.wikidata.org/prop/P570,3264789
http://www.wikidata.org/prop/statement/P570,3264560
http://www.wikidata.org/prop/P276,3261775
http://www.wikidata.org/prop/statement/P276,3261697
http://www.wikidata.org/prop/direct/P276,3258641
http://www.wikidata.org/prop/P846,3251730
http://www.wikidata.org/prop/statement/P846,3251658
http://www.wikidata.org/prop/direct/P846,3250708
http://www.wikidata.org/prop/statement/value/P570,3239382
http://www.wikidata.org/prop/P2888,3223356
http://www.wikidata.org/prop/statement/P2888,3223354
http://www.wikidata.org/prop/direct/P2888,3218855
http://www.wikidata.org/prop/reference/P577,3206609
http://www.wikidata.org/prop/reference/value/P577,3206566
http://www.wikidata.org/prop/direct/P570,3188534
http://www.wikidata.org/prop/P571,3118007
http://www.wikidata.org/prop/statement/P571,3117505
http://www.wikidata.org/prop/direct/P571,3107778
http://www.wikidata.org/prop/statement/value/P571,3092607
http://www.wikidata.org/prop/statement/P6769,3060774
http://www.wikidata.org/prop/P6769,3060774
http://www.wikidata.org/prop/direct/P6769,3060771
http://www.wikidata.org/prop/direct/P2583,3028398
http://www.wikidata.org/prop/statement/value/P1087,2992789
http://www.wikidata.org/prop/statement/P1087,2992789
http://www.wikidata.org/prop/P1087,2992789
http://www.wikidata.org/prop/statement/P703,2862164
http://www.wikidata.org/prop/P703,2862164
http://www.wikidata.org/prop/direct/P703,2862152
http://www.wikidata.org/prop/statement/P971,2836506
http://www.wikidata.org/prop/P971,2836506
http://www.wikidata.org/prop/direct/P971,2835894
http://www.wikidata.org/prop/reference/P1810,2794059
http://www.wikidata.org/prop/qualifier/P1057,2776318
http://www.wikidata.org/prop/P1813,2760974
http://www.wikidata.org/prop/statement/P1813,2760835
http://www.wikidata.org/prop/direct/P1813,2759219
http://www.wikidata.org/prop/P69,2685587
http://www.wikidata.org/prop/statement/P69,2685523
http://www.wikidata.org/prop/P1412,2685476
http://www.wikidata.org/prop/statement/P1412,2685380
http://www.wikidata.org/prop/direct/P1412,2684084
http://www.wikidata.org/prop/P1082,2634456
http://www.wikidata.org/prop/statement/P1082,2634214
http://www.wikidata.org/prop/statement/value/P1082,2634173
http://www.wikidata.org/prop/direct/P69,2598408
http://www.wikidata.org/prop/P195,2511661
http://www.wikidata.org/prop/statement/P195,2511379
http://www.wikidata.org/prop/direct/P195,2507642
http://www.wikidata.org/prop/P1435,2340035
http://www.wikidata.org/prop/statement/P1435,2339687
http://www.wikidata.org/prop/direct/P1435,2324174
http://www.wikidata.org/prop/reference/value-normalized/P351,2321939
http://www.wikidata.org/prop/reference/P351,2321939
http://www.wikidata.org/prop/reference/P1476,2314749
http://www.wikidata.org/prop/reference/value-normalized/P356,2302359
http://www.wikidata.org/prop/reference/P356,2302359
http://www.wikidata.org/prop/statement/P10585,2284864
http://www.wikidata.org/prop/P10585,2284864
http://www.wikidata.org/prop/direct/P10585,2284843
http://www.wikidata.org/prop/statement/P1104,2233158
http://www.wikidata.org/prop/P1104,2233158
http://www.wikidata.org/prop/statement/value/P1104,2233141
http://www.wikidata.org/prop/direct/P1104,2232842
http://www.wikidata.org/prop/P527,2204974
http://www.wikidata.org/prop/statement/P527,2204492
http://www.wikidata.org/prop/direct/P527,2196590
http://www.wikidata.org/prop/reference/P6769,2079382
http://www.wikidata.org/prop/P641,2065574
http://www.wikidata.org/prop/statement/P641,2065558
http://www.wikidata.org/prop/direct/P641,2065073
http://www.wikidata.org/prop/P1343,2045101
http://www.wikidata.org/prop/statement/P1343,2045084
http://www.wikidata.org/prop/P421,2040913
http://www.wikidata.org/prop/statement/P421,2040912
http://www.wikidata.org/prop/direct/P421,2040317
http://www.wikidata.org/prop/direct/P1343,2039672
http://www.wikidata.org/prop/P275,2031843
http://www.wikidata.org/prop/statement/P275,2031597
http://www.wikidata.org/prop/direct/P275,2025793
http://www.wikidata.org/prop/P281,2018891
http://www.wikidata.org/prop/statement/P281,2018854
http://www.wikidata.org/prop/direct/P281,2017803
http://www.wikidata.org/prop/reference/P407,1961218
http://www.wikidata.org/prop/P856,1949210
http://www.wikidata.org/prop/statement/P856,1948705
http://www.wikidata.org/prop/P7859,1919252
http://www.wikidata.org/prop/P108,1919249
http://www.wikidata.org/prop/statement/P7859,1919227
http://www.wikidata.org/prop/statement/P108,1919149
http://www.wikidata.org/prop/direct/P7859,1918785
http://www.wikidata.org/prop/direct/P856,1907561
http://www.wikidata.org/prop/qualifier/P407,1904887
http://www.wikidata.org/prop/reference/value-normalized/P352,1904401
http://www.wikidata.org/prop/reference/P352,1904401
http://www.wikidata.org/prop/P186,1880924
http://www.wikidata.org/prop/statement/P186,1880922
http://www.wikidata.org/prop/direct/P186,1880302
http://www.wikidata.org/prop/direct/P108,1802397
http://www.wikidata.org/prop/P227,1802071
http://www.wikidata.org/prop/statement/P227,1801683
http://www.wikidata.org/prop/statement/value-normalized/P227,1801683
http://www.wikidata.org/prop/P136,1798202
http://www.wikidata.org/prop/statement/P136,1798178
http://www.wikidata.org/prop/direct/P136,1797350
http://www.wikidata.org/prop/P496,1793004
http://www.wikidata.org/prop/statement/value-normalized/P496,1793003
http://www.wikidata.org/prop/statement/P496,1793003
http://www.wikidata.org/prop/direct/P496,1792354
http://www.wikidata.org/prop/direct-normalized/P496,1792354
http://www.wikidata.org/prop/direct-normalized/P227,1786623
http://www.wikidata.org/prop/direct/P227,1786623
http://www.wikidata.org/prop/P6375,1760249
http://www.wikidata.org/prop/statement/P6375,1760226
http://www.wikidata.org/prop/direct/P6375,1757604
http://www.wikidata.org/prop/P1448,1732859
http://www.wikidata.org/prop/statement/P1448,1732830
http://www.wikidata.org/prop/qualifier/P1013,1713008
http://www.wikidata.org/prop/direct/P1448,1712759
http://www.wikidata.org/prop/P40,1693242
http://www.wikidata.org/prop/statement/P40,1692696
http://www.wikidata.org/prop/direct/P40,1691704
http://www.wikidata.org/prop/statement/P7243,1673097
http://www.wikidata.org/prop/P7243,1673097
http://www.wikidata.org/prop/direct/P7243,1671657
http://www.wikidata.org/prop/P495,1659815
http://www.wikidata.org/prop/statement/P495,1659803
http://www.wikidata.org/prop/direct/P495,1659383
http://www.wikidata.org/prop/P213,1658952
http://www.wikidata.org/prop/statement/P213,1658940
http://www.wikidata.org/prop/direct/P213,1656875
http://www.wikidata.org/prop/P54,1632577
http://www.wikidata.org/prop/statement/P54,1632472
http://www.wikidata.org/prop/qualifier/P2701,1629776
http://www.wikidata.org/prop/qualifier/P195,1608322
http://www.wikidata.org/prop/P39,1564171
http://www.wikidata.org/prop/statement/P39,1564161
http://www.wikidata.org/prop/qualifier/P3831,1548347
http://www.wikidata.org/prop/qualifier/P405,1546771
http://www.wikidata.org/prop/qualifier/P518,1543118
http://www.wikidata.org/prop/P217,1542472
http://www.wikidata.org/prop/statement/P217,1542359
http://www.wikidata.org/prop/reference/P1640,1541324
http://www.wikidata.org/prop/statement/P6179,1540643
http://www.wikidata.org/prop/P6179,1540643
http://www.wikidata.org/prop/direct/P6179,1540630
http://www.wikidata.org/prop/qualifier/P577,1535892
http://www.wikidata.org/prop/qualifier/value/P577,1535773
http://www.wikidata.org/prop/reference/P459,1535763
http://www.wikidata.org/prop/qualifier/P659,1534962
http://www.wikidata.org/prop/P161,1531313
http://www.wikidata.org/prop/statement/P161,1530343
http://www.wikidata.org/prop/P244,1527722
http://www.wikidata.org/prop/statement/P244,1527613
http://www.wikidata.org/prop/statement/value-normalized/P244,1527613
http://www.wikidata.org/prop/direct/P217,1526369
http://www.wikidata.org/prop/direct/P161,1526298
http://www.wikidata.org/prop/direct-normalized/P244,1525115
http://www.wikidata.org/prop/direct/P244,1525115
http://www.wikidata.org/prop/direct/P54,1524970
http://www.wikidata.org/prop/P166,1522039
http://www.wikidata.org/prop/statement/P166,1522019
http://www.wikidata.org/prop/direct/P166,1490023
http://www.wikidata.org/prop/P2326,1471028
http://www.wikidata.org/prop/statement/P2326,1471003
http://www.wikidata.org/prop/direct/P2326,1470961
http://www.wikidata.org/prop/reference/P2326,1431943
http://www.wikidata.org/prop/qualifier/P1001,1420387
http://www.wikidata.org/prop/P155,1410255
http://www.wikidata.org/prop/statement/P155,1397912
http://www.wikidata.org/prop/direct/P155,1397718
http://www.wikidata.org/prop/P2044,1397371
http://www.wikidata.org/prop/statement/P2044,1397365
http://www.wikidata.org/prop/statement/value/P2044,1397289
http://www.wikidata.org/prop/statement/value-normalized/P2044,1396285
http://www.wikidata.org/prop/direct/P2044,1395175
http://www.wikidata.org/prop/P156,1393983
http://www.wikidata.org/prop/statement/P156,1391980
http://www.wikidata.org/prop/direct/P156,1391783
http://www.wikidata.org/prop/P20,1371464
http://www.wikidata.org/prop/statement/P20,1371420
http://www.wikidata.org/prop/direct/P20,1363810
http://www.wikidata.org/prop/P5055,1363299
http://www.wikidata.org/prop/statement/P5055,1363294
http://www.wikidata.org/prop/direct/P5055,1363281
http://www.wikidata.org/prop/P235,1331671
http://www.wikidata.org/prop/statement/P235,1331671
http://www.wikidata.org/prop/direct/P235,1331441
http://www.wikidata.org/prop/P234,1319531
http://www.wikidata.org/prop/statement/P234,1319531
http://www.wikidata.org/prop/direct/P234,1319436
http://www.wikidata.org/prop/reference/P7793,1317633
http://www.wikidata.org/prop/direct/P39,1313283
http://www.wikidata.org/prop/P170,1289705
http://www.wikidata.org/prop/statement/P170,1288175
http://www.wikidata.org/prop/direct/P170,1284516
http://www.wikidata.org/prop/P1090,1279197
http://www.wikidata.org/prop/statement/value/P1090,1279196
http://www.wikidata.org/prop/statement/P1090,1279196
http://www.wikidata.org/prop/qualifier/value/P574,1276044
http://www.wikidata.org/prop/qualifier/P574,1275746
http://www.wikidata.org/prop/qualifier/P2241,1268788
http://wikiba.se/ontology#lemma,1222481
http://www.wikidata.org/prop/P2048,1209530
http://www.wikidata.org/prop/statement/P2048,1209509
http://www.wikidata.org/prop/statement/value/P2048,1209399
http://www.wikidata.org/prop/statement/value-normalized/P2048,1208984
http://www.wikidata.org/prop/direct/P2048,1208427
http://www.wikidata.org/prop/P662,1208026
http://www.wikidata.org/prop/statement/value-normalized/P662,1208019
http://www.wikidata.org/prop/statement/P662,1208019
http://www.wikidata.org/prop/direct/P662,1207858
http://www.wikidata.org/prop/direct-normalized/P662,1207858
http://www.wikidata.org/prop/statement/P680,1206376
http://www.wikidata.org/prop/P680,1206376
http://www.wikidata.org/prop/P2067,1201673
http://www.wikidata.org/prop/statement/P2067,1201670
http://www.wikidata.org/prop/statement/value/P2067,1201649
http://www.wikidata.org/prop/statement/value-normalized/P2067,1201490
http://www.wikidata.org/prop/direct/P2067,1198471
http://www.wikidata.org/prop/statement/P682,1189010
http://www.wikidata.org/prop/P682,1189010
http://purl.org/dc/terms/language,1170094
http://wikiba.se/ontology#lexicalCategory,1170094
http://www.wikidata.org/prop/statement/P8608,1157186
http://www.wikidata.org/prop/P8608,1157186
http://www.wikidata.org/prop/direct/P8608,1157150
http://www.wikidata.org/prop/direct/P680,1153496
http://www.wikidata.org/prop/reference/value-normalized/P698,1152511
http://www.wikidata.org/prop/qualifier/P304,1149081
http://www.wikidata.org/prop/P150,1141578
http://www.wikidata.org/prop/statement/P150,1141559
http://www.wikidata.org/prop/direct/P150,1140231
http://www.wikidata.org/prop/statement/P819,1139126
http://www.wikidata.org/prop/P819,1139126
http://www.wikidata.org/prop/direct/P819,1139079
http://www.wikidata.org/prop/direct/P682,1132567
http://www.wikidata.org/prop/reference/P691,1107720
http://www.wikidata.org/prop/P830,1099178
http://www.wikidata.org/prop/statement/P830,1099163
http://www.wikidata.org/prop/direct/P830,1098863
http://www.wikidata.org/prop/statement/P645,1084843
http://www.wikidata.org/prop/P645,1084843
http://www.wikidata.org/prop/statement/P644,1084842
http://www.wikidata.org/prop/P644,1084842
http://www.wikidata.org/prop/direct/P644,1084744
http://www.wikidata.org/prop/direct/P645,1084744
http://www.wikidata.org/prop/statement/P274,1075060
http://www.wikidata.org/prop/P274,1075060
http://www.wikidata.org/prop/direct/P274,1074994
http://www.wikidata.org/prop/statement/P2548,1069608
http://www.wikidata.org/prop/P2548,1069608
http://www.wikidata.org/prop/direct/P2548,1058282
http://www.wikidata.org/prop/P973,1055520
http://www.wikidata.org/prop/statement/P973,1055517
http://www.wikidata.org/prop/direct/P973,1054067
http://www.wikidata.org/prop/P215,1045686
http://www.wikidata.org/prop/statement/P215,1045686
http://www.wikidata.org/prop/P22,1040099
http://www.wikidata.org/prop/statement/P22,1040079
http://www.wikidata.org/prop/direct/P22,1039411
http://www.wikidata.org/prop/P1001,1028243
http://www.wikidata.org/prop/statement/P1001,1028130
http://www.wikidata.org/prop/direct/P1001,1028016
http://www.wikidata.org/prop/P2049,1004247
http://www.wikidata.org/prop/statement/P2049,1004208
http://www.wikidata.org/prop/statement/value/P2049,1004086
http://www.wikidata.org/prop/direct/P2049,1003715
http://www.wikidata.org/prop/statement/value-normalized/P2049,1003694
http://www.wikidata.org/prop/P345,990135
http://www.wikidata.org/prop/statement/P345,988293
http://www.wikidata.org/prop/P1705,982146
http://www.wikidata.org/prop/statement/P1705,982133
http://www.wikidata.org/prop/statement/P702,980949
http://www.wikidata.org/prop/P702,980949
http://www.wikidata.org/prop/direct/P702,980948
http://www.wikidata.org/prop/direct/P1705,980337
http://www.wikidata.org/prop/direct/P1090,980140
http://www.wikidata.org/prop/statement/P688,977934
http://www.wikidata.org/prop/P688,977934
http://www.wikidata.org/prop/direct/P688,977900
http://www.wikidata.org/prop/direct/P345,975303
http://www.wikidata.org/prop/P5008,969193
http://www.wikidata.org/prop/statement/P5008,969192
http://www.wikidata.org/prop/direct/P5008,969122
http://www.wikidata.org/prop/P269,963572
http://www.wikidata.org/prop/statement/P269,963561
http://www.wikidata.org/prop/statement/value-normalized/P269,963559
http://www.wikidata.org/prop/direct/P269,962795
http://www.wikidata.org/prop/direct-normalized/P269,962793
http://www.wikidata.org/prop/qualifier/P1352,950519
http://www.wikidata.org/prop/qualifier/value/P1352,950406
http://www.wikidata.org/prop/reference/value-normalized/P227,945697
http://www.wikidata.org/prop/reference/P227,945697
http://www.wikidata.org/prop/P231,943518
http://www.wikidata.org/prop/statement/P231,943517
http://www.wikidata.org/prop/qualifier/P155,943441
http://www.wikidata.org/prop/direct/P231,942686
http://www.wikidata.org/prop/P585,941959
http://www.wikidata.org/prop/statement/P585,941894
http://www.wikidata.org/prop/statement/value/P585,941865
http://www.wikidata.org/prop/direct/P585,941480
http://www.wikidata.org/prop/qualifier/P156,941354
http://www.wikidata.org/prop/P101,940112
http://www.wikidata.org/prop/statement/P101,940108
http://www.wikidata.org/prop/direct/P101,939650
http://www.wikidata.org/prop/qualifier/P6552,930060
http://www.wikidata.org/prop/P179,923062
http://www.wikidata.org/prop/statement/P179,923013
http://www.wikidata.org/prop/direct/P179,922640
http://www.wikidata.org/prop/P7715,918212
http://www.wikidata.org/prop/statement/P7715,918210
http://www.wikidata.org/prop/direct/P7715,918205
http://www.wikidata.org/prop/P1889,909656
http://www.wikidata.org/prop/statement/P1889,909653
http://www.wikidata.org/prop/direct/P1889,909491
http://wikiba.se/ontology#badge,900555
http://www.wikidata.org/prop/P961,900479
http://www.wikidata.org/prop/statement/value-normalized/P961,900453
http://www.wikidata.org/prop/statement/P961,900453
http://www.wikidata.org/prop/direct/P961,900297
http://www.wikidata.org/prop/direct-normalized/P961,900297
http://www.wikidata.org/prop/statement/P681,897079
http://www.wikidata.org/prop/P681,897079
http://www.wikidata.org/prop/P127,895519
http://www.wikidata.org/prop/statement/P127,895454
http://www.wikidata.org/prop/direct/P127,892324
http://www.wikidata.org/prop/direct/P1082,890158
http://www.wikidata.org/prop/P233,889906
http://www.wikidata.org/prop/statement/P233,889906
http://www.wikidata.org/prop/direct/P233,889797
http://www.wikidata.org/prop/P5037,888804
http://www.wikidata.org/prop/statement/value-normalized/P5037,888793
http://www.wikidata.org/prop/statement/P5037,888793
http://www.wikidata.org/prop/direct/P5037,888780
http://www.wikidata.org/prop/direct-normalized/P5037,888780
http://www.wikidata.org/prop/direct/P3382,884215
http://www.wikidata.org/prop/statement/P3382,884215
http://www.wikidata.org/prop/P3382,884215
http://www.wikidata.org/prop/statement/P5572,883171
http://www.wikidata.org/prop/P5572,883171
http://www.wikidata.org/prop/reference/P3452,883011
http://www.wikidata.org/prop/direct/P5572,879508
http://www.wikidata.org/prop/qualifier/P642,865328
http://www.wikidata.org/prop/P4224,863548
http://www.wikidata.org/prop/statement/P4224,863547
http://www.wikidata.org/prop/direct/P4224,862660
